text,date,article_link
"Germany thanks Turkey for airlifting citizens from Peru, Colombia","May 30, 2020",https://www.dailysabah.com/politics/diplomacy/germany-thanks-turkey-for-airlifting-citizens-from-peru-colombia
Israeli businesses shifted Chinese orders to Turkey during pandemic,"May 29, 2020",https://www.dailysabah.com/business/economy/israeli-businesses-shifted-chinese-orders-to-turkey-during-pandemic
Is the recycled air inside a plane safe? Airliners seek to assure travelers,"May 29, 2020",https://www.dailysabah.com/life/health/is-the-recycled-air-inside-a-plane-safe-airliners-seek-to-assure-travelers
"Characteristics int'l actors lack make Turkey's Africa diplomacy unique, comprehensive partnership","May 27, 2020",https://www.dailysabah.com/politics/news-analysis/characteristics-intl-actors-lack-make-turkeys-africa-diplomacy-unique-comprehensive-partnership
Turkey's SunExpress to resume domestic flights starting June 4,"May 26, 2020",https://www.dailysabah.com/business/transportation/turkeys-sunexpress-to-resume-domestic-flights-starting-june-4
"EuroLeague, EuroCup basketball tournaments canceled over COVID-19 pandemic","May 25, 2020",https://www.dailysabah.com/sports/basketball/euroleague-eurocup-basketball-tournaments-canceled-over-covid-19-pandemic
"Turkey, Kazakhstan plan to resume flights in late June","May 23, 2020",https://www.dailysabah.com/business/transportation/turkey-kazakhstan-plan-to-resume-flights-in-late-june
Turkey offers condolences to Pakistan over plane crash,"May 22, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-offers-condolences-to-pakistan-over-plane-crash
Turkish Airlines extends flight suspension into June amid pandemic,"May 20, 2020",https://www.dailysabah.com/business/turkish-airlines-extends-flight-suspension-into-june-amid-pandemic/news
Turkey likely to post fastest post-COVID-19 recovery among tourism destinations,"May 18, 2020",https://www.dailysabah.com/business/tourism/turkey-likely-to-post-fastest-post-covid-19-recovery-among-tourism-destinations
Turkey's wealth fund to inject nearly $3 billion capital to state banks,"May 12, 2020",https://www.dailysabah.com/business/economy/turkeys-wealth-fund-to-inject-nearly-3-billion-capital-to-state-banks
Turkish low-cost carrier launches freighter flights,"May 08, 2020",https://www.dailysabah.com/business/transportation/turkish-low-cost-carrier-launches-freighter-flights
Turkish Airlines to no longer carry tameless animals to Turkey,"May 07, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-to-no-longer-carry-tameless-animals-to-turkey
Turkish Cargo 5th among top 25 air cargo carriers,"May 03, 2020",https://www.dailysabah.com/business/transportation/turkish-cargo-5th-among-top-25-air-cargo-carriers
"Turkey discusses steps to reopen economy, targets late May","Apr 29, 2020",https://www.dailysabah.com/business/economy/turkey-discusses-steps-to-reopen-economy-targets-late-may
Turkey delivers 2nd batch of medical supplies to virus-hit Pakistan,"Apr 28, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-delivers-2nd-batch-of-medical-supplies-to-virus-hit-pakistan
Arab-Israeli MP hails Turkey for evacuating Palestinian students,"Apr 27, 2020",https://www.dailysabah.com/politics/arab-israeli-mp-hails-turkey-for-evacuating-palestinian-students/news
"Over 40,000 Turkish citizens repatriated since start of COVID-19 crisis, MFA says","Apr 25, 2020",https://www.dailysabah.com/politics/diplomacy/over-40000-turkish-citizens-repatriated-since-start-of-covid-19-crisis-mfa-says
Turkish Airlines to resume flights from Anatolia to 6 European countries June 18,"Jun 02, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-to-resume-flights-from-anatolia-to-6-european-countries-june-18
‘New normal’ begins in Turkey as most pandemic-related restrictions lifted,"Jun 01, 2020",https://www.dailysabah.com/turkey/new-normal-begins-in-turkey-as-most-pandemic-related-restrictions-lifted/news
"Germany thanks Turkey for airlifting citizens from Peru, Colombia","May 30, 2020",https://www.dailysabah.com/politics/diplomacy/germany-thanks-turkey-for-airlifting-citizens-from-peru-colombia
Israeli businesses shifted Chinese orders to Turkey during pandemic,"May 29, 2020",https://www.dailysabah.com/business/economy/israeli-businesses-shifted-chinese-orders-to-turkey-during-pandemic
Is the recycled air inside a plane safe? Airliners seek to assure travelers,"May 29, 2020",https://www.dailysabah.com/life/health/is-the-recycled-air-inside-a-plane-safe-airliners-seek-to-assure-travelers
"Characteristics int'l actors lack make Turkey's Africa diplomacy unique, comprehensive partnership","May 27, 2020",https://www.dailysabah.com/politics/news-analysis/characteristics-intl-actors-lack-make-turkeys-africa-diplomacy-unique-comprehensive-partnership
Turkey's SunExpress to resume domestic flights starting June 4,"May 26, 2020",https://www.dailysabah.com/business/transportation/turkeys-sunexpress-to-resume-domestic-flights-starting-june-4
"EuroLeague, EuroCup basketball tournaments canceled over COVID-19 pandemic","May 25, 2020",https://www.dailysabah.com/sports/basketball/euroleague-eurocup-basketball-tournaments-canceled-over-covid-19-pandemic
"Turkey, Kazakhstan plan to resume flights in late June","May 23, 2020",https://www.dailysabah.com/business/transportation/turkey-kazakhstan-plan-to-resume-flights-in-late-june
Turkey offers condolences to Pakistan over plane crash,"May 22, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-offers-condolences-to-pakistan-over-plane-crash
Turkish Airlines extends flight suspension into June amid pandemic,"May 20, 2020",https://www.dailysabah.com/business/turkish-airlines-extends-flight-suspension-into-june-amid-pandemic/news
Turkey likely to post fastest post-COVID-19 recovery among tourism destinations,"May 18, 2020",https://www.dailysabah.com/business/tourism/turkey-likely-to-post-fastest-post-covid-19-recovery-among-tourism-destinations
Turkey's wealth fund to inject nearly $3 billion capital to state banks,"May 12, 2020",https://www.dailysabah.com/business/economy/turkeys-wealth-fund-to-inject-nearly-3-billion-capital-to-state-banks
Turkish low-cost carrier launches freighter flights,"May 08, 2020",https://www.dailysabah.com/business/transportation/turkish-low-cost-carrier-launches-freighter-flights
Turkish Airlines to no longer carry tameless animals to Turkey,"May 07, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-to-no-longer-carry-tameless-animals-to-turkey
Turkish Cargo 5th among top 25 air cargo carriers,"May 03, 2020",https://www.dailysabah.com/business/transportation/turkish-cargo-5th-among-top-25-air-cargo-carriers
"Turkey discusses steps to reopen economy, targets late May","Apr 29, 2020",https://www.dailysabah.com/business/economy/turkey-discusses-steps-to-reopen-economy-targets-late-may
Turkey delivers 2nd batch of medical supplies to virus-hit Pakistan,"Apr 28, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-delivers-2nd-batch-of-medical-supplies-to-virus-hit-pakistan
Arab-Israeli MP hails Turkey for evacuating Palestinian students,"Apr 27, 2020",https://www.dailysabah.com/politics/arab-israeli-mp-hails-turkey-for-evacuating-palestinian-students/news
"Over 40,000 Turkish citizens repatriated since start of COVID-19 crisis, MFA says","Apr 25, 2020",https://www.dailysabah.com/politics/diplomacy/over-40000-turkish-citizens-repatriated-since-start-of-covid-19-crisis-mfa-says
"Less mobility during Ramadan critical in light of pandemic, Turkish minister warns","Apr 24, 2020",https://www.dailysabah.com/turkey/less-mobility-during-ramadan-critical-in-light-of-pandemic-turkish-minister-warns/news
"Coronavirus measures harbinger for post-pandemic rules in tourism, aviation","Apr 23, 2020",https://www.dailysabah.com/business/tourism/coronavirus-measures-harbinger-for-post-pandemic-rules-in-tourism-aviation
"Turkish Airlines plane draws star, crescent with flight path to celebrate centenary of Parliament","Apr 23, 2020",https://www.dailysabah.com/turkey/turkish-airlines-plane-draws-star-crescent-with-flight-path-to-celebrate-centenary-of-parliament/news
Turkey signals relaxing virus measures in June,"Apr 21, 2020",https://www.dailysabah.com/turkey/turkey-signals-relaxing-virus-measures-in-june/news
"New bill enables Turkey Wealth Fund to buy, become partner in firms hit by virus","Apr 16, 2020",https://www.dailysabah.com/business/economy/new-bill-enables-turkey-wealth-fund-to-buy-become-partner-in-firms-hit-by-virus
"Characteristics int'l actors lack make Turkey's Africa diplomacy unique, comprehensive partnership","May 27, 2020",https://www.dailysabah.com/politics/news-analysis/characteristics-intl-actors-lack-make-turkeys-africa-diplomacy-unique-comprehensive-partnership
Turkey's SunExpress to resume domestic flights starting June 4,"May 26, 2020",https://www.dailysabah.com/business/transportation/turkeys-sunexpress-to-resume-domestic-flights-starting-june-4
"EuroLeague, EuroCup basketball tournaments canceled over COVID-19 pandemic","May 25, 2020",https://www.dailysabah.com/sports/basketball/euroleague-eurocup-basketball-tournaments-canceled-over-covid-19-pandemic
"Turkey, Kazakhstan plan to resume flights in late June","May 23, 2020",https://www.dailysabah.com/business/transportation/turkey-kazakhstan-plan-to-resume-flights-in-late-june
Turkey offers condolences to Pakistan over plane crash,"May 22, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-offers-condolences-to-pakistan-over-plane-crash
Turkish Airlines extends flight suspension into June amid pandemic,"May 20, 2020",https://www.dailysabah.com/business/turkish-airlines-extends-flight-suspension-into-june-amid-pandemic/news
Turkey likely to post fastest post-COVID-19 recovery among tourism destinations,"May 18, 2020",https://www.dailysabah.com/business/tourism/turkey-likely-to-post-fastest-post-covid-19-recovery-among-tourism-destinations
Turkey's wealth fund to inject nearly $3 billion capital to state banks,"May 12, 2020",https://www.dailysabah.com/business/economy/turkeys-wealth-fund-to-inject-nearly-3-billion-capital-to-state-banks
Turkish low-cost carrier launches freighter flights,"May 08, 2020",https://www.dailysabah.com/business/transportation/turkish-low-cost-carrier-launches-freighter-flights
Turkish Airlines to no longer carry tameless animals to Turkey,"May 07, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-to-no-longer-carry-tameless-animals-to-turkey
Turkish Cargo 5th among top 25 air cargo carriers,"May 03, 2020",https://www.dailysabah.com/business/transportation/turkish-cargo-5th-among-top-25-air-cargo-carriers
"Turkey discusses steps to reopen economy, targets late May","Apr 29, 2020",https://www.dailysabah.com/business/economy/turkey-discusses-steps-to-reopen-economy-targets-late-may
Turkey delivers 2nd batch of medical supplies to virus-hit Pakistan,"Apr 28, 2020",https://www.dailysabah.com/politics/diplomacy/turkey-delivers-2nd-batch-of-medical-supplies-to-virus-hit-pakistan
Arab-Israeli MP hails Turkey for evacuating Palestinian students,"Apr 27, 2020",https://www.dailysabah.com/politics/arab-israeli-mp-hails-turkey-for-evacuating-palestinian-students/news
"Over 40,000 Turkish citizens repatriated since start of COVID-19 crisis, MFA says","Apr 25, 2020",https://www.dailysabah.com/politics/diplomacy/over-40000-turkish-citizens-repatriated-since-start-of-covid-19-crisis-mfa-says
"Less mobility during Ramadan critical in light of pandemic, Turkish minister warns","Apr 24, 2020",https://www.dailysabah.com/turkey/less-mobility-during-ramadan-critical-in-light-of-pandemic-turkish-minister-warns/news
"Coronavirus measures harbinger for post-pandemic rules in tourism, aviation","Apr 23, 2020",https://www.dailysabah.com/business/tourism/coronavirus-measures-harbinger-for-post-pandemic-rules-in-tourism-aviation
"Turkish Airlines plane draws star, crescent with flight path to celebrate centenary of Parliament","Apr 23, 2020",https://www.dailysabah.com/turkey/turkish-airlines-plane-draws-star-crescent-with-flight-path-to-celebrate-centenary-of-parliament/news
Turkey signals relaxing virus measures in June,"Apr 21, 2020",https://www.dailysabah.com/turkey/turkey-signals-relaxing-virus-measures-in-june/news
"New bill enables Turkey Wealth Fund to buy, become partner in firms hit by virus","Apr 16, 2020",https://www.dailysabah.com/business/economy/new-bill-enables-turkey-wealth-fund-to-buy-become-partner-in-firms-hit-by-virus
Turkish Airlines extends international flight cancellation due to pandemic,"Apr 14, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-extends-international-flight-cancellation-due-to-pandemic
"Hit by pandemic, Turkish airports see 18.8% passenger drop in Q1","Apr 08, 2020",https://www.dailysabah.com/business/tourism/hit-by-pandemic-turkish-airports-see-188-passenger-drop-in-q1
What’s happening in New York? Observations from NYC streets amid coronavirus crisis,"Apr 07, 2020",https://www.dailysabah.com/opinion/op-ed/whats-happening-in-new-york-observations-from-nyc-streets-amid-coronavirus-crisis
Turkish economy to keep growing post-COVID-19: Fitch,"Apr 06, 2020",https://www.dailysabah.com/business/economy/turkisheconomy-to-keep-growing-post-covid-19-fitch
Turkey's central bank tackles coronavirus fallout with record bond-buying spree,"Apr 05, 2020",https://www.dailysabah.com/business/economy/turkeys-central-bank-tackles-coronavirus-fallout-with-record-bond-buying-spree
Turkish Airlines extends flight suspension into June amid pandemic,"May 20, 2020",https://www.dailysabah.com/business/turkish-airlines-extends-flight-suspension-into-june-amid-pandemic/news
Turkey likely to post fastest post-COVID-19 recovery among tourism destinations,"May 18, 2020",https://www.dailysabah.com/business/tourism/turkey-likely-to-post-fastest-post-covid-19-recovery-among-tourism-destinations
Turkey's wealth fund to inject nearly $3 billion capital to state banks,"May 12, 2020",https://www.dailysabah.com/business/economy/turkeys-wealth-fund-to-inject-nearly-3-billion-capital-to-state-banks
